"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
NA,6.5,0.09,0.39,13.65,0.06,79,166,0.98485,4.46,0.72,3.2,-1,7,1
NA,7.7,0.03,0.41,1.3,0.044,43,171,0.99293,3.28,0.47,10.3,0,8,2
NA,7.9,0.705,0.26,29.2,0.057,40,190,0.9932,2.76,0.39,17.4,-1,8,2
NA,3.3,0.675,0.58,8.2,0.359,49,119,0.99275,3.28,1.27,12.2,0,8,2
NA,7.7,0.22,0.4,6.4,0.029,41,113,1.02145,3.1,0.99,15.5,-1,8,0
NA,8.3,1.18,0.38,1.1,0.038,249,75,0.96249,2.06,0.43,9.2,0,9,0
NA,10.2,1.57,0.64,44.9,0.068,251,41,1.01022,3.23,0.66,12.5,0,11,3
NA,6.8,0.11,0.34,45.9,0.02,38,66,0.99212,2.8,0.44,12,0,8,3
NA,4.8,0.22,0.35,2.4,0.552,43,171,0.99709,3.03,0.54,10.3,1,8,2
NA,3.8,0.18,1.56,10.6,0.038,70,415,1.00091,3.32,1.44,11.2,1,7,3
NA,13.8,1.16,1.38,6.2,0.027,27,143,0.94694,2.49,1.16,6.9,2,7,3
NA,17.2,0.17,0.3,10.5,0.059,243,331,0.99322,4.31,0.46,11,1,8,1
NA,11.8,0.19,0.34,1.8,0.047,44,169,1.02444,2.87,0.66,11.1,0,8,2
NA,7.1,0.29,0.56,11.9,0.103,148,230,1.01998,3.02,0.53,9.3,0,8,0
NA,6.4,0.06,0.28,7.1,0.039,53,124,1.02858,3.2,0.43,12.7,-2,7,2
NA,14.7,1.45,1.81,55.2,0.354,38,400,0.99196,3.25,0.15,14.6,-1,8,0
NA,7.3,0.58,1.49,12.6,0.066,52,185,1.03159,3.07,0.62,10.6,0,8,0
NA,4.2,1.56,0.25,28.5,0.191,8,120,0.93701,4.38,0.5,9.8,-1,7,2
NA,5,0.33,0.16,69.7,0.049,10,230,1.01528,4.74,0.44,10.7,0,5,0
NA,11.6,1.53,0.06,35.7,0.048,165,852,1.00164,3.81,0.5,8.8,1,7,0
NA,9.2,0.21,0.43,28.1,0.068,14,151,1.08195,3.04,1.13,10.2,-2,10,0
NA,6.2,0.54,0.73,12.55,0.036,38,205,0.99622,2.73,0.52,9.4,-1,7,0
NA,8.5,1.82,1.81,2.1,0.108,272,52,0.9742,3.4,0.5,11,1,8,1
NA,6.2,1.69,1.37,138.2,0.05,295,54,0.9874,3.33,0.46,6.2,1,7,2
NA,11.8,0.415,0.32,25.1,0.047,53,152,1.02263,3.88,0.42,10.6,-1,6,2
NA,8.1,0.54,0.5,32.3,0.08,68,339,0.97772,3.3,0.5,9,-1,9,1
NA,5.6,0.26,0,24,0.038,48,111,0.94448,3.01,0.46,12.4,0,6,2
NA,11.6,0.21,0.35,1.1,0.032,113,843,0.99207,2.73,0.36,12.5,1,7,3
NA,7.6,0.33,1.37,4.3,0.054,297,105,0.9956,3.12,0.49,6,1,8,2
NA,6.5,0.35,0.23,9.4,0.207,112,381,0.97324,4.37,1.16,9.9,-1,7,2
NA,8.8,1.56,0.23,4.4,0.258,12,9,0.96367,4.04,2.12,13.1,1,8,0
NA,6.8,0.24,0.24,17.8,0.643,57,124,0.97312,4.3,0.45,10.1,0,6,1
NA,8.1,0.43,0.41,9.9,0.039,103,167,1.0421,3.16,0.53,8.9,0,8,0
NA,7.4,0.32,0.55,7.7,0.056,80,238,0.91352,2.96,0.58,8.7,-1,8,2
NA,5.8,0.17,0.34,44.7,0.602,96,377,0.98227,3.94,1.62,10.2,1,6,1
NA,5.3,0.27,0.32,1.2,0.066,48,119,1.04199,2.89,2.38,14.1,0,8,1
NA,6.5,0.24,0.29,1.6,0.046,43,424,0.96813,3.13,0.7,10.1,0,7,3
NA,17.3,0.33,0.34,1.4,0.056,77,528,0.9946,5.01,0.47,5.4,-1,10,1
NA,7.6,0.28,0.1,33.5,0.078,29,175,0.97736,3.27,1.49,10.6,0,8,2
NA,18.2,0.24,0.29,5.2,0.05,41,89,0.99556,1.37,0.52,9.8,-1,8,0
NA,16.5,0.18,0.48,5.9,0.186,64,473,0.9945,2.39,0.4,17,0,7,0
NA,13,1.37,1.14,8.6,0.06,112,137,0.9935,3.08,0.26,8.5,-1,8,2
NA,7.4,0.18,0.42,59.6,0.08,48,280,0.9979,1.98,0.42,13.8,0,8,0
NA,5.6,0.3,0.35,13.8,0.419,31,142,0.98784,4.8,0.58,4.5,-1,6,3
NA,7.2,0.95,0.18,2.1,0.25,19,31,0.99761,3.66,0.83,9.6,-1,8,1
NA,6.3,1.28,1.44,6.6,0.051,203,356,0.99478,3.1,0.4,8.4,0,7,3
NA,7.5,0.26,0.59,11.8,0.046,59,168,1.03292,3,0.46,6.2,1,8,2
NA,6.5,0.31,0.14,13.5,0.044,34,126,0.97967,2.98,1.07,11.7,-1,7,0
NA,11.9,1.57,1.42,22.5,0.06,155,374,0.99535,3.12,0.55,6.6,-1,8,0
NA,6.8,0.37,1.37,1.9,0.024,110,106,0.98993,3.45,0.6,12.6,2,7,4
NA,16.4,0.24,1.93,2,0.041,14,146,0.96009,3.04,0.45,11.6,0,6,4
NA,7.3,0.38,0.74,5,0.33,54,526,0.95857,2.76,0.71,3.7,0,6,0
NA,13.7,0.25,0.48,12.1,0.054,7,120,0.99508,2.26,1.06,11.5,-1,8,0
NA,7.2,0.28,0.39,30.2,0.053,26,393,0.99166,3.31,3.55,10,1,8,4
NA,8,0.26,2.65,8.5,0.121,322,119,1.02509,2.65,0.61,8.8,1,7,2
NA,6.5,0.34,0.28,3.4,0.04,34,186,0.9937,3.14,0.76,10,1,7,1
NA,6.2,1.1,1.07,1,0.037,150,148,0.9927,3.11,0.45,14.3,-1,7,2
NA,16.3,1.09,0.36,34,0.031,144,268,1.03808,3.28,2.59,10,1,8,4
NA,4.4,0.3,1.66,1.4,0.032,35,161,1.01229,2.9,0.42,15.4,0,8,3
NA,5.5,0.23,0.03,1.8,0.573,14,87,1.02355,3.69,1.49,14,0,6,2
NA,10.3,1.26,0.31,4,0.069,245,220,0.99818,2.93,0.32,11.5,1,9,0
NA,11.1,1.39,0.08,4.4,0.373,26,32,0.99646,3.56,1.56,11.8,0,7,0
NA,9.7,0.69,1.7,40,0.088,22,91,0.99681,2.82,0.62,10.1,1,11,0
NA,8,0.27,0.42,48.6,0.097,45,444,1.04537,2.13,0.9,12.3,0,7,3
NA,24.4,0.27,0.48,51.75,0.033,17,132,0.9914,3.19,0.52,16.5,1,8,4
NA,6.8,0.34,0.17,1.6,0.042,145,129,0.9763,3.22,0.84,11.4,0,6,2
NA,6.8,0.75,0.49,44.1,0.142,52,188,0.9937,3.49,2.11,9,0,8,3
NA,6.3,0.18,0.4,11.6,0.047,60,220,0.95971,3.93,2.49,10.5,-1,7,3
NA,1.5,0.41,1.6,1.8,0.573,30,96,1.03859,4.18,1.94,13.1,0,7,4
NA,5.8,0.31,1.12,20.3,0.038,49,133,0.96414,3.16,0.46,11.7,0,6,2
NA,10.3,0.18,0.3,6.4,0.082,243,251,0.9956,2.99,0.52,8.6,1,7,1
NA,6,1.67,1.51,6.3,0.422,50,48,1.01553,3.3,1.67,8.5,0,6,2
NA,2.2,0.23,0.32,4,0.023,25,237,1.00832,2.68,0.42,11.6,-1,7,3
NA,6.7,1.67,0.25,49.05,0.041,118.5,216,0.9949,2.27,0.66,15.5,0,7,1
NA,6.6,0.26,0.29,0.5,0.042,82,114,0.99295,1.7,0.38,10.5,-1,7,2
NA,7.2,0.16,0.29,2.6,0.16,38,84,0.99007,3.33,1.61,13.9,0,8,1
NA,6.6,0.17,1.35,109.7,0.416,17,153,0.99207,3.13,0.45,10.2,-1,7,2
NA,6.2,0.89,1.92,4.6,0.031,261,73,0.99032,3.37,0.52,11.3,0,7,2
NA,6.8,3.17,0.14,6.9,0.118,32,133,0.96245,3.27,0.59,7.7,0,7,3
NA,8.1,0.33,0.32,4.6,0.041,31,227,0.98303,3.05,0.74,15.1,2,9,1
NA,6.7,0.27,0.29,21.5,0.036,44,179,1.09858,2.88,2.09,9.6,1,7,1
NA,14.1,0.21,0.28,36.5,0.04,29,136,0.99278,4.9,1.53,11,0,7,1
NA,17.5,0.47,0.99,2.4,0.074,515,29,0.9979,3.08,0.67,9.5,1,10,2
NA,7.4,0.21,0.3,8.1,0.047,13,122,1.03086,1.95,0.35,12.1,1,8,4
NA,0.8,0.26,0.27,2.5,0.062,31,207,0.99014,2,0.5,11.3,0,7,1
NA,3.5,0.2,0.44,7.9,0.382,450,84,0.98993,4.61,0.16,10.8,0,6,3
NA,8.3,0.32,0.41,2.2,0.047,24,260,0.99778,2.21,0.4,9.5,-1,9,1
NA,2.2,0.13,0.37,16.1,0.037,13,101,0.93175,3.17,2.05,17.9,1,7,0
NA,11,0.48,0.24,3.7,0.102,13,35,1,3.08,0.56,10,0,11,0
NA,11.5,0.31,0.31,51.9,0.048,446,510,0.99,3.06,0.45,11.8,0,7,1
NA,20.5,1.46,0.31,2.3,0.499,12,7,0.98329,3.16,0.7,13.9,0,10,0
NA,11.8,0.24,0.41,8.7,0.1,306,174,0.97346,3.22,0.62,12.5,1,7,2
NA,7.9,0.63,0.99,14.1,0.045,238,148,1.02933,3.16,0.5,10.8,0,8,2
NA,11.2,0.255,0.65,8.2,0.627,45,253,0.99307,4,0.46,10.4,1,7,2
NA,7.1,1.53,0.4,6.3,0.172,35,67,0.99566,3.28,1.57,12,0,9,0
NA,6,0.05,0.95,1.8,0.03,209,105,0.98946,3.31,0.95,10.7,-1,6,1
NA,8.4,0.3,1.94,14.9,0.032,60,339,1.02038,4.16,0.61,8.6,-1,8,2
NA,6.9,0.35,0.98,21.5,0.076,238,137,1.04651,2.94,0.81,11,0,9,1
NA,6.9,0.34,0.5,19.25,0.043,45,590,0.99954,2.93,1.83,9.1,-1,7,3
NA,6.3,2.93,0.31,2.5,0.035,281,830,0.9468,2.46,0.47,13.3,-1,7,1
NA,7.5,0.31,0.47,13.9,0.058,26,111,0.99834,2.56,0.34,10.7,2,8,3
NA,15.3,0.27,0.19,48.7,0.085,147,169,0.95058,2.36,2.32,7.2,1,7,1
NA,6.3,0.98,0.22,53.8,0.046,18,66,0.96567,5.06,0.43,10.3,0,7,3
NA,17.2,0.26,0.3,2,0.453,13,930,1.01126,3.61,0.49,15,0,8,1
NA,14.1,0.67,0.86,61,0.056,54,115,0.9909,4.13,2.14,10.2,0,6,2
NA,6.2,2.82,0.2,1.6,0.069,26,196,0.98985,3.41,0.56,6.4,0,7,3
NA,5.8,0.26,0.24,65.6,0.044,55,202,0.97195,4.11,1.41,10.5,0,6,1
NA,15.6,0.21,0.28,66.7,0.159,288,241,0.95398,3.25,0.72,8.5,-1,7,1
NA,7.6,0.22,0.43,12,0.056,221,495,1.01667,2.99,0.3,9.2,0,8,2
NA,11.5,0.5,0.38,7.5,0.81,61.5,185,1.00397,3.87,0.63,9.1,1,8,3
NA,7,1.98,0.17,5.8,0.123,15,229,0.99514,3.44,1.07,10.55,0,8,3
NA,8.7,0.38,1.32,27.3,0.272,27,136,1.04709,3.17,0.68,9.8,0,14,1
NA,5.9,0.445,1.23,56.8,0.071,45,109,0.9453,3.5,0.36,10.5,0,7,1
NA,9.3,1.44,0.34,14.5,0.305,445,428,0.99627,2.43,0.68,3.2,0,8,0
NA,8.8,0.55,0.35,4.6,0.601,19,203,0.99658,3.3,0.53,5.5,-1,10,1
NA,6.6,0.34,0.28,18.15,0.05,191,158,0.89337,3.17,0.5,6.8,0,8,1
NA,10.7,0.4,0.47,2.1,0.125,45,49,0.998,3.03,0.81,9.7,0,12,2
NA,6.4,1.41,0.19,5.1,0.045,6,114,0.99938,3.25,3.05,6.8,1,7,2
NA,23.6,0.29,0.36,14.6,0.528,44,386,1.08173,3.51,4.01,11.4,1,7,0
NA,6.9,1.43,0.52,15,0.054,38,114,0.97531,3.14,3.22,9.2,1,7,2
NA,7.9,0.18,0.57,48.9,0.262,25,267,0.995,0.95,0.71,10,2,8,3
NA,9,0.34,0.49,12.6,0.359,38,41,0.9942,4,1.67,11.7,-1,8,2
NA,6.8,0.26,0.24,7.8,0.057,54,214,0.9961,3.89,0.44,7.6,0,7,2
NA,4.4,0.32,0.29,7.9,0.413,204,109,0.9906,2.91,0.46,14.8,-1,8,2
NA,16.7,0.28,0.31,12.3,0.133,48,161,1.0406,2.86,1.65,3.6,1,7,0
NA,16.5,0.87,0.31,5.2,0.099,36,77,1.00421,3.35,0.53,12.3,-1,8,1
NA,6.3,0.28,0.08,16,0.048,26,141,0.99824,3.08,0.5,10.4,0,7,3
NA,6.4,0.36,0.44,56.5,0.043,96,201,0.95229,2.85,0.48,9.5,-2,7,0
NA,6.6,0.25,0.3,1.6,0.056,226,134,0.993,2.09,0.49,10.1,0,7,3
NA,5,0.17,1.8,10.9,0.183,42,499,1.04099,2.93,0.57,12.8,1,6,2
NA,6.6,0.895,0.77,27.6,0.068,289,13,0.99582,2.92,0.58,10.8,0,8,2
NA,6.5,0.24,1.79,7.6,0.508,180,253,0.95017,2.8,0.61,9.7,0,7,2
NA,5.3,0.36,0.32,19.3,0.034,377,475,0.9952,3.82,0.59,13.4,0,6,2
NA,8,0.41,0.29,3.1,0.363,509,133,0.95825,3.18,0.5,10.8,0,9,0
NA,6.7,0.32,0.26,12.3,0.044,140,205,0.99611,3.11,1.99,9.9,0,7,1
NA,6.5,1.31,0,2.1,0.132,27,185,0.995,3.02,0.52,10.7,0,7,1
NA,11,0.25,0.36,2.1,0.034,30,189,1.00255,3.25,0.54,6.3,0,8,3
NA,6.9,0.36,0.35,8.6,0.04,37,128,1.02753,3.81,0.32,12.4,0,8,4
NA,16,0.29,0.29,44.5,0.402,63,111,0.96006,2.07,0.62,7.6,1,7,1
NA,8.7,0.26,0.29,2.1,0.033,211,17,0.9909,3.33,0.53,16.4,2,8,4
NA,8.1,0.545,1.69,1.2,0.061,49,86,0.98087,3.13,0.98,9.7,0,9,0
NA,2,0.3,0.28,45.7,0.042,21,582,0.99166,3.27,0.57,11.4,1,8,2
NA,6.2,0.94,0.63,30,0.039,42,362,0.9952,2.64,0.37,10.7,0,7,0
NA,6,0.27,0.4,1.2,0.048,192,124,0.99176,3.08,0.46,13.6,-2,6,0
NA,6.7,0.58,0.62,1.8,0.893,231,65,0.97398,3.28,0.54,1.9,0,7,1
NA,11.5,0.54,0.24,10.6,0.124,31,132,0.985,2.62,1.7,11.8,-1,13,3
NA,5.2,0.44,0.02,62.2,0.036,43,257,0.99383,2.88,0.13,18.7,-1,6,0
NA,7.3,0.25,0.61,69,0.049,35,200,0.96278,3.04,0.56,8.9,0,8,1
NA,6.9,0.91,0.3,19.9,0.467,334,190,0.99595,3.22,0.48,9.4,0,7,1
NA,8.6,1.84,0.34,66.5,0.035,49,804,1.02135,0.62,0.34,10.5,-1,6,3
NA,6.8,0.24,0.95,3.2,0.049,36,161,0.95257,3.1,0.69,7.9,-1,7,0
NA,5.5,0.31,0.4,23,0.174,36,148,0.9928,3.28,0.41,13.3,0,7,4
NA,10,0.35,1.46,37.7,0.069,42,281,0.99941,3.15,0.43,13,1,11,3
NA,8,1.55,0.72,79.9,0.285,13,18,0.99868,2.83,0.55,9.5,2,9,3
NA,4.4,0.32,0.39,5.6,0.041,31,559,0.98904,2.96,0.49,15.6,1,5,2
NA,7.4,0.31,0.25,7.2,0.05,273,204,1.01318,3.55,1.57,13.2,1,8,1
NA,11.8,0.58,0.2,19.3,0.642,34,44,0.99494,3.1,0.72,9.3,1,8,0
NA,7.6,0.55,0.28,27.9,0.398,29,451,1.04444,2.86,0.5,4.2,-1,8,1
NA,7.1,0.86,0.35,23.8,0.046,60,590,0.999,3.16,0.59,9.1,0,8,1
NA,1.5,0.18,0.74,66.6,1.071,73,528,1.01187,3.89,0.67,12.4,0,8,1
NA,6.6,0.78,0.3,14.4,0.047,264,183,1.03426,3.02,0.5,2.9,0,7,4
NA,8.4,0.58,0.42,58.8,0.554,7,77,0.99317,2.48,0.45,11.7,-2,9,0
NA,6.7,0.24,0.33,12.3,0.046,36,141,0.9983,2.93,0.4,9.5,-1,7,1
NA,7.2,0.33,0.36,9.9,0.034,19,191,0.98601,3.65,0.98,12.7,1,9,1
NA,6.3,0.4,0.52,10.4,0.068,55,220,0.95745,3.8,0.55,11.3,1,7,3
NA,5.8,0.26,0.66,2,0.039,42,88,1.02778,4.03,0.93,11.5,-1,7,2
NA,7.9,0.37,0.31,0.35,0.042,36,279,1.00631,3.49,0.36,12,-1,9,1
NA,0.3,0.26,0.49,2.6,0.054,112,178,0.9902,3.46,0.38,11.5,1,6,2
NA,5.9,0.22,0.27,11.5,0.312,81,157,0.9928,3.05,2.24,14.9,0,7,1
NA,8,1.08,0.1,11.2,0.073,284,68,0.98386,2.43,0.42,17.1,1,9,0
NA,8.2,0.5,0.44,14.05,0.089,358,100,0.9975,3.53,0.61,10.5,0,9,2
NA,11.9,0.4,1.7,2.15,0.068,44,411,0.9988,3.72,0.68,6.8,-1,13,0
NA,5.8,1.34,0.32,6.3,0.037,111,119,1.00053,3.78,1.82,10.2,1,6,2
NA,6.2,1.69,0.65,44.6,0.102,32,284,0.96657,3.87,0.71,9.8,0,11,1
NA,11.4,1.37,0.32,15.6,0.249,24,90,1.01194,3.37,0.92,11,0,7,2
NA,6.8,0.35,1.52,11.3,0.017,16,61,0.96051,4.57,0.6,9.3,0,8,0
NA,1.6,0.69,0.41,2.3,0.079,24,37,0.99514,2.33,0.53,14.9,0,8,0
NA,5.1,0.41,0.33,73.8,0.043,26,152,0.96967,3.2,1.75,9.4,-1,8,2
NA,13.9,0.7,0.38,1.2,0.029,73,132,0.93975,4,0.48,7.3,0,6,2
NA,9.4,1.55,1.86,2.8,0.494,23,445,1.0004,3.28,2.75,4.1,0,12,0
NA,6.2,0.82,0,2.1,0.06,6,60,0.99676,4.41,0.35,10,-1,7,1
NA,7.1,0.29,0.41,1.2,0.038,183,406,0.9893,3.24,0.49,11.8,1,8,3
NA,3.8,1.91,1.26,21.7,0.402,47,90,0.9944,2.76,0.42,10.5,-1,9,3
NA,7,0.55,0.22,10,0.154,88,801,1.01214,3.66,0.49,16.7,1,7,3
NA,6.7,0.23,1.04,9.3,0.172,63,295,0.9937,2.48,0.96,12.9,0,7,2
NA,6.4,1.41,0.4,9.1,0.044,35,221,1.00663,1.83,1.78,11,0,7,0
NA,7.2,0.34,0.32,1.9,0.022,34,116,0.99218,3.04,0.67,5.3,0,8,2
NA,4.2,0.39,0.35,3.75,0.044,251,421,0.9941,3.17,0.5,9.2,0,8,2
NA,7,1.09,1.31,2.1,0.157,15,31,0.993,3.2,3.31,14.7,0,8,0
NA,7.8,0.59,0.18,2.3,0.097,96,131,0.9975,3.43,1.66,10,-1,9,1
NA,6.9,1.11,0.41,14.2,0.345,40,94,1.01779,3.47,0.47,9.6,1,7,2
NA,2.6,1.25,0.34,1.6,0.333,9,458,0.99672,3.07,0.95,11.2,0,11,3
NA,5,0.255,1.46,2.7,0.478,46,153,0.99238,2.96,0.76,10.4,-1,5,2
NA,7.9,0.03,0.28,4.9,0.127,31,519,0.9966,2.85,0.51,9.7,-1,9,0
NA,8.9,1.23,0.26,30.2,0.041,43,187,0.9953,4.18,0.61,9.5,-1,10,1
NA,6,0.14,0.22,31.15,0.043,138,168,0.99185,2.45,0.44,9.5,-1,7,0
NA,3.8,1.13,1.38,9.6,0.027,37,243,0.95283,3.99,0.65,13.1,-1,7,2
NA,8.4,0.27,0.38,51.5,0.324,35,4,0.9966,3.4,1.42,15.9,1,9,0
NA,3.7,1.32,0.38,0.95,0.033,89,159,0.97527,3.34,0.42,8,-1,5,1
NA,7.4,1.58,1.16,6.3,0.051,26,229,0.99404,3.36,0.87,6.3,0,8,3
NA,1.9,0.26,0.61,7.9,0.536,53,234,0.97687,2.57,1.67,9.6,0,7,3
NA,7.2,1.59,0.24,42.8,0.31,19,149,0.99176,3.14,0.59,12.8,1,8,2
NA,6.4,0.26,1.13,7.1,0.04,35,509,0.94944,3.39,3.83,3.3,-1,7,2
NA,8.1,0.46,2.12,7.2,0.055,58,200,0.9968,2.46,0.8,13.4,-2,8,2
NA,2.1,0.48,1.07,51.6,0.216,31,12,0.99605,3.52,0.47,12.7,-1,9,0
NA,7,0.3,0.49,2.5,0.05,58,49,0.96549,3.23,0.47,12.4,1,8,3
NA,6.2,0.6,0.3,0.7,0.051,24,111,0.9916,3.37,2.85,11,-1,7,0
NA,0.6,0.48,0.33,2.7,0.079,195,121,1.02505,3.22,0.68,10,0,11,1
NA,7.1,0.18,0.34,63.3,0.066,55,280,0.97883,2.81,1.8,11.8,0,8,0
NA,5.8,1,0.2,2.6,0.027,183,123,0.96146,3.36,0.78,13.9,-1,6,2
NA,8.9,1.18,0.91,4.6,0.032,38,189,0.99458,3.15,0.56,11.5,-1,10,0
NA,25.8,1.26,1.14,44.8,0.065,13,289,0.9623,4.4,0.84,4.9,1,8,0
NA,11.1,0.13,0.92,1.9,0.474,47,172,0.9938,3.23,0.39,7.4,0,8,0
NA,6.9,0.41,0.46,9.9,0.079,54,117,0.96681,3.47,0.55,12.9,1,8,0
NA,6.8,0.26,0.41,34.7,0.06,42,162,0.99705,2.11,0.47,13.2,0,7,0
NA,6.3,0.17,0.32,54.2,0.43,267,92,1.06352,3.24,0.43,15.4,1,7,3
NA,14,0.13,1.33,14.9,0.315,36,105,0.96002,4.08,0.55,8.5,0,8,2
NA,8.4,0.75,1.96,11.8,0.646,51,170,1.06136,5.35,0.82,7.4,1,9,0
NA,6.5,0.56,0.61,13.7,0.037,31,123,0.99708,3.41,0.44,9,0,7,2
NA,2.2,0.32,0.28,6.85,0.034,67,100,0.99026,3.08,0.47,8.4,-1,7,2
NA,2.2,1.02,1.42,34.7,0.04,41,294,0.99612,3.33,0.48,15.9,0,6,0
NA,6.7,0.19,1.35,54.2,0.237,85,175,1.03187,2.99,0.59,21.8,1,8,2
NA,6.1,0.28,0.25,2.5,0.526,24,115,0.9921,3.39,2.34,12.1,0,7,2
NA,3.1,0.815,0.04,1.7,0.045,219,241,0.9942,3.96,1.81,15.7,1,6,0
NA,7.2,0.61,0.01,2,0.393,13,38,1.04031,2.18,0.65,8.2,0,8,0
NA,15.5,0.84,1.32,2.3,0.063,16,65,0.997,3.57,0.72,15.95,1,8,1
NA,6.7,0.28,1.15,10.6,0.035,42,523,0.99307,3.08,0.56,9.8,0,7,2
NA,6.7,0.47,0.5,61.5,0.052,24,210,0.9053,2,0.52,8.5,0,7,2
NA,6.5,0.22,0.31,2.3,0.045,73,182,1.03272,3.12,0.48,14.1,-1,8,2
NA,9.7,0.6,0.34,70.8,0.047,4,224,1.00474,2.45,2.23,8.9,-1,7,1
NA,3.5,0.56,0.3,7.5,0.046,198,191,0.99297,2.8,1.02,9.5,0,7,1
NA,6.7,0.18,0.44,33.5,0.035,42,237,0.99572,3.08,0.53,9.8,1,7,3
NA,6.5,0.82,0.3,12.8,0.051,34,158,1.02662,3.24,0.64,12.15,1,7,2
NA,6.6,0.29,0.96,9,0.553,81,253,0.96336,2.9,0.45,8.9,0,7,2
NA,4.2,2.49,0.37,29,0.029,53,160,0.9852,3.03,0.46,7.3,0,8,1
NA,9.8,0.28,0.49,4,0.088,15,16,0.99469,3.42,1.84,16.8,0,11,0
NA,12.7,0.23,1.38,44.4,0.592,46,151,0.94438,3.18,0.4,5.4,1,7,3
NA,8.2,0.17,0.42,17.3,0.112,117,220,0.9624,3.43,1.34,13,1,7,3
NA,16.7,1.47,0.31,53.8,0.036,45,342,0.99216,4.17,1.15,14,-1,8,2
NA,6.3,0.23,0.49,14.9,0.145,67,210,0.9703,2.16,1.06,11.3,1,7,2
NA,7.6,1.1,0.6,21.1,0.368,23,381,1.03987,3.38,0.82,10.5,1,9,2
NA,5.8,0.18,1.87,27.4,0.036,222,418,0.98871,2.96,0.34,12.1,-1,6,3
NA,7.4,1.59,0.24,14.2,0.31,255,96,0.9953,3.13,0.51,12,0,8,2
NA,14.3,1.48,0.26,3.5,0.127,21,255,0.9951,3.72,0.37,12.9,0,7,1
NA,6.8,0.19,2.1,50,0.038,124,164,0.98487,3.12,0.48,4.9,1,8,1
NA,0.4,0.69,1.49,60.3,0.069,35,182,0.99391,3.11,0.46,12.73333333,0,6,0
NA,8.4,2.41,0.4,34.6,0.067,27,20,0.99603,4.22,0.62,10.5,1,9,1
NA,11.8,0.2,0.31,3.6,0.036,22,183,0.95994,3.41,0.5,9.8,0,6,3
NA,0.8,0.44,0.36,7.1,0.116,37,178,0.9976,3.01,0.48,13.4,1,8,2
NA,7.3,0.18,0.5,13.5,0.055,47,197,1.0002,4.01,0.39,14.4,0,8,1
NA,3.1,0.27,0.32,4.5,0.042,29,178,1.00787,3.45,1.26,12.1,0,6,3
NA,4,0.37,0.3,27.1,1.201,18,275,0.92656,3.88,1.94,9.6,-1,8,2
NA,6.2,0.32,0.29,2.1,0.103,123,98,1.06779,4.3,0.6,9.8,0,7,0
NA,1.2,0.35,0.85,8.1,0.052,38,231,0.998,2.82,1.53,9.2,1,8,3
NA,13.8,0.36,0.38,7.7,0.028,107,318,0.99274,2.74,0.43,12.1,0,7,2
NA,7.2,0.35,0.35,28,1.145,24,75,1.01934,3.4,3.41,9.5,0,8,2
NA,6.3,0.43,0.22,2,0.048,26,141,0.99824,2.88,0.5,10,-1,7,0
NA,9.6,1.65,1.94,6.55,0.28,150,156,1.04008,2.96,0.36,4.1,1,7,3
NA,6.5,0.41,0.44,1.5,0.062,44,192,0.9928,2.66,0.44,13.3,0,7,0
NA,6.6,0.26,0.21,57.9,0.135,237,125,0.99695,3.06,0.73,10.7,0,7,2
NA,6.7,0.345,0.29,5.3,0.586,31,122,0.98948,3.44,0.79,16.5,0,7,3
NA,7.2,0.3,0.33,1.4,0.316,5,115,0.96621,4.26,0.12,7.3,1,8,0
NA,9.1,0.3,0.74,19,0.265,293,161,0.9945,3.21,0.46,9.9,0,8,0
NA,7.1,0.37,1.47,1.9,0.129,24,87,0.98215,3.26,0.81,25.6,-1,8,3
NA,15.4,1.87,1.61,2.7,0.119,304,80,1.00359,3.03,0.37,11.3,-2,7,0
NA,6.7,0.21,0.27,35.4,0.045,49,115,1.04331,4.13,1.26,10.2,1,7,0
NA,18.8,0.31,0.47,1.6,0.021,41,67,0.9924,3.08,0.25,10.5,1,9,1
NA,28.6,0.6,0.28,13.7,0.029,168,474,0.95848,2.34,0.42,12.9,-1,6,2
NA,6.5,0.31,0.57,11.9,0.053,119,176,1.0103,3.4,0.67,7.2,0,9,0
NA,10.9,1.37,0.26,13.2,0.046,57,553,0.98693,3.17,0.41,14,2,7,2
NA,10.5,1.52,0.29,11.9,0.305,244,145,1.0802,4,0.88,8.4,0,7,0
NA,6.2,0.34,0.28,7.5,0.041,40,197,0.99485,3.04,0.6,9.7,0,7,1
NA,11.5,0.75,0.13,6.3,0.467,19,46,0.95214,2.84,0.25,11.1,0,8,1
NA,17.3,0.25,0.48,11.8,0.36,30,122,0.9917,1.97,0.39,11.4,0,9,2
NA,7.8,0.41,0.73,19.7,0.24,25,56,1.04521,2.08,1.67,10.5,1,10,4
NA,9.5,0.67,0.34,6.7,0.621,21,162,1.03502,3.67,1.56,10.6,1,10,1
NA,8.1,0.91,0.62,6.1,0.034,30,177,0.99085,2.44,0.5,10.6,0,8,3
NA,15.9,1.69,2.14,7.5,0.558,22,71,0.89745,2.32,2.02,8.8,1,17,2
NA,7,0.58,1.41,4,0.091,35,106,0.9956,3.7,0.48,8.8,0,8,0
NA,5.4,0.32,2.32,3,0.052,58,290,0.993,3.71,0.75,5.4,-1,6,2
